order_id,order_date,customer_id,store_id,product_id,product_name,category,qty,unit_price,discount_pct,discount_amount,total_price,payment_method,order_status,city,year,month,quarter,month_name
ORD02043,2023-11-26,CST0451,STR012,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,2,93400.0,25.0,46700.0,140100.0,Transfer Bca,delivered,Depok,2023.0,11.0,4.0,Nov
ORD04315,2024-05-06,CST0142,STR015,PRD0036,Gantungan Baju Kayu,Rumah Tangga,1,21700.0,0.0,0.0,21700.0,Shopeepay,processing,Jakarta,2024.0,5.0,2.0,May
ORD02562,2023-08-10,CST0471,STR049,PRD0046,Botol Susu Anti-Kolik,Perlengkapan Bayi & Anak,1,108800.0,10.0,10900.0,97920.0,Dana,returned,Makassar,2023.0,8.0,3.0,Aug
ORD02477,2024-01-11,CST0852,STR006,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,1,32000.0,15.0,4800.0,27200.0,Transfer Bca,processing,Depok,2024.0,1.0,1.0,Jan
ORD00133,2023-03-08,CST0416,STR005,PRD0037,Botol Minum Tumbler,Rumah Tangga,1,78600.0,10.0,7900.0,70740.0,Linkaja,delivered,Medan,2023.0,3.0,1.0,Mar
ORD02808,2023-09-11,CST0832,STR004,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,3,50600.0,5.0,7600.0,144210.0,Transfer Mandiri,cancelled,Jakarta,2023.0,9.0,3.0,Sep
ORD02060,2024-06-22,CST0453,STR047,PRD0032,Charger Fast Charging,Elektronik & Aksesori,1,66200.0,0.0,0.0,66200.0,Gopay,delivered,Makassar,2024.0,6.0,2.0,Jun
ORD00024,2023-06-12,CST0953,STR041,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,2,98400.0,20.0,39400.0,157440.0,Cod,delivered,Semarang,2023.0,6.0,2.0,Jun
ORD01413,2024-07-19,CST0967,STR020,PRD0056,Topeng Kayu Dekorasi,Kerajinan & Souvenir,1,114900.0,10.0,11500.0,103410.0,Ovo,delivered,Bandung,2024.0,7.0,3.0,Jul
ORD02132,2023-03-16,CST0055,STR004,PRD0027,Earphone Bluetooth TWS,Elektronik & Aksesori,5,139700.0,5.0,34900.0,663575.0,Transfer Bri,delivered,Jakarta,2023.0,3.0,1.0,Mar
ORD02264,2024-09-13,CST0197,STR004,PRD0007,Sepatu Sneakers Lokal,Fashion & Pakaian,4,283200.0,5.0,56600.0,1076160.0,Cod,returned,Jakarta,2024.0,9.0,3.0,Sep
ORD00325,2023-05-23,CST0643,STR037,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,4,109800.0,0.0,0.0,439200.0,Linkaja,cancelled,Depok,2023.0,5.0,2.0,May
ORD00178,2024-08-03,CST0722,STR025,PRD0049,Matras Yoga 6mm,Olahraga & Outdoor,3,161900.0,0.0,0.0,485700.0,Indomaret,processing,Tangerang,2024.0,8.0,3.0,Aug
ORD03289,2023-05-13,CST0089,STR020,PRD0015,Dodol Garut Premium,Makanan & Minuman,1,43700.0,15.0,6600.0,37145.0,Indomaret,delivered,Bandung,2023.0,5.0,2.0,May
ORD00878,2023-09-28,CST0073,STR033,PRD0003,Hijab Voal Motif,Fashion & Pakaian,3,61500.0,10.0,18500.0,166050.0,Transfer Bca,delivered,Depok,2023.0,9.0,3.0,Sep
ORD02532,,CST0503,STR042,PRD0047,Kaos Olahraga Dryfit,Olahraga & Outdoor,5,72000.0,0.0,0.0,360000.0,Qris,cancelled,Bogor,,,,
ORD02312,2023-11-04,CST0384,STR015,PRD0038,Talenan Kayu Jati,Rumah Tangga,1,86700.0,0.0,0.0,86700.0,Shopeepay,delivered,Jakarta,2023.0,11.0,4.0,Nov
ORD03560,2023-09-16,CST0619,STR014,PRD0023,Shampo Kemiri Organik,Kecantikan & Perawatan,5,71100.0,10.0,35600.0,319950.0,Alfamart,delivered,Makassar,2023.0,9.0,3.0,Sep
ORD02417,2024-07-04,CST0259,STR026,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,2,51600.0,25.0,25800.0,77400.0,Indomaret,returned,Bandung,2024.0,7.0,3.0,Jul
ORD01783,2024-02-02,CST0399,STR043,PRD0016,Rendang Kemasan Vacuum,Makanan & Minuman,4,127000.0,10.0,50800.0,457200.0,Linkaja,returned,Surabaya,2024.0,2.0,1.0,Feb
ORD02703,2024-12-27,CST0582,STR048,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,3,128300.0,5.0,19200.0,365655.0,Qris,delivered,Surabaya,2024.0,12.0,4.0,Dec
ORD03481,,CST0055,STR046,PRD0006,Jaket Bomber,Fashion & Pakaian,2,292400.0,0.0,0.0,584800.0,Transfer Bri,delivered,Medan,,,,
ORD04220,2024-05-22,CST0266,STR034,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,1,32400.0,10.0,3200.0,29160.0,Transfer Bri,processing,Depok,2024.0,5.0,2.0,May
ORD04952,2024-05-23,CST0347,STR023,PRD0015,Dodol Garut Premium,Makanan & Minuman,10,46800.0,25.0,116900.0,351000.0,Cod,processing,Palembang,2024.0,5.0,2.0,May
ORD04321,2023-01-28,CST0584,STR038,PRD0043,Tas Sekolah Anak SD,Perlengkapan Bayi & Anak,1,110500.0,5.0,5500.0,104975.0,Gopay,returned,Semarang,2023.0,1.0,1.0,Jan
ORD00291,2023-02-11,CST0071,STR036,PRD0006,Jaket Bomber,Fashion & Pakaian,1,285500.0,5.0,14300.0,271225.0,Ovo,returned,Tangerang,2023.0,2.0,1.0,Feb
ORD05458,2024-03-17,CST0636,STR024,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,3,15300.0,5.0,2300.0,43605.0,Transfer Mandiri,processing,Bogor,2024.0,3.0,1.0,Mar
ORD01048,,CST0459,STR024,PRD0034,Sapu Lantai Ijuk,Rumah Tangga,2,25500.0,10.0,5100.0,45900.0,Indomaret,delivered,Bogor,,,,
ORD05031,2023-08-28,CST0885,STR013,PRD0037,Botol Minum Tumbler,Rumah Tangga,2,88700.0,15.0,26600.0,150790.0,Alfamart,processing,Depok,2023.0,8.0,3.0,Aug
ORD03212,2024-02-03,CST0286,STR026,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,2,31800.0,10.0,6400.0,57240.0,Gopay,delivered,Bandung,2024.0,2.0,1.0,Feb
ORD04608,2024-09-19,CST0076,STR008,PRD0029,Lampu LED Ring Light,Elektronik & Aksesori,3,182200.0,0.0,0.0,546600.0,Transfer Bri,delivered,Palembang,2024.0,9.0,3.0,Sep
ORD03329,2023-12-22,CST0005,STR030,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,1,104700.0,0.0,0.0,104700.0,Linkaja,delivered,Surabaya,2023.0,12.0,4.0,Dec
ORD05237,2023-08-22,CST0441,STR047,PRD0039,Keranjang Rotan Mini,Rumah Tangga,1,126300.0,0.0,0.0,126300.0,Shopeepay,cancelled,Makassar,2023.0,8.0,3.0,Aug
ORD00535,2024-06-16,CST0528,STR004,PRD0028,Holder HP Mobil,Elektronik & Aksesori,3,55000.0,0.0,8300.0,165000.0,Shopeepay,delivered,Jakarta,2024.0,6.0,2.0,Jun
ORD05201,2023-09-02,CST0046,STR023,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,1,31800.0,0.0,0.0,31800.0,Transfer Bca,processing,Palembang,2023.0,9.0,3.0,Sep
ORD05497,2024-10-28,CST0244,STR022,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,1,13600.0,10.0,1400.0,12240.0,Unknown,delivered,Jakarta,2024.0,10.0,4.0,Oct
ORD04082,2024-02-21,CST0598,STR004,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,4,44900.0,10.0,17900.0,161640.0,Shopeepay,delivered,Jakarta,2024.0,2.0,1.0,Feb
ORD03733,2024-05-12,CST0672,STR027,PRD0001,Batik Tulis Premium,Fashion & Pakaian,1,306800.0,0.0,0.0,306800.0,Dana,cancelled,Depok,2024.0,5.0,2.0,May
ORD03978,2023-05-24,CST0211,STR027,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,1,48900.0,10.0,4900.0,44010.0,Linkaja,processing,Depok,2023.0,5.0,2.0,May
ORD00712,2023-06-30,CST0862,STR033,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,2,33100.0,5.0,3300.0,62890.0,Indomaret,delivered,Depok,2023.0,6.0,2.0,Jun
ORD04020,2024-02-09,CST0681,STR031,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,97000.0,0.0,0.0,97000.0,Ovo,delivered,Palembang,2024.0,2.0,1.0,Feb
ORD02517,2023-07-06,CST0540,STR025,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,2,90400.0,15.0,27100.0,153680.0,Qris,delivered,Tangerang,2023.0,7.0,3.0,Jul
ORD00765,2023-11-17,CST0037,STR048,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,5,34900.0,0.0,0.0,174500.0,Gopay,returned,Surabaya,2023.0,11.0,4.0,Nov
ORD00402,2023-03-03,CST0287,STR024,PRD0015,Dodol Garut Premium,Makanan & Minuman,2,44100.0,0.0,0.0,88200.0,Dana,processing,Bogor,2023.0,3.0,1.0,Mar
ORD03356,,CST0837,STR016,PRD0014,Madu Hutan Asli 500ml,Makanan & Minuman,1,184100.0,15.0,27600.0,156485.0,Qris,delivered,Medan,,,,
ORD05256,2023-02-26,CST0537,STR026,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,1,140900.0,15.0,21100.0,119765.0,Gopay,returned,Bandung,2023.0,2.0,1.0,Feb
ORD01600,2023-05-26,CST0298,STR018,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,2,110300.0,0.0,0.0,220600.0,Transfer Bri,processing,Makassar,2023.0,5.0,2.0,May
ORD03492,2024-08-17,CST0720,STR014,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,1,47600.0,10.0,4800.0,42840.0,Alfamart,processing,Makassar,2024.0,8.0,3.0,Aug
ORD01210,2023-01-07,CST0357,STR048,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,2,50400.0,0.0,0.0,100800.0,Linkaja,returned,Surabaya,2023.0,1.0,1.0,Jan
ORD01176,2023-03-15,CST0300,STR033,PRD0004,Celana Chino Pria,Fashion & Pakaian,2,176100.0,0.0,0.0,352200.0,Transfer Bca,returned,Depok,2023.0,3.0,1.0,Mar
ORD05104,2023-02-04,CST0056,STR029,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,187300.0,15.0,28100.0,159205.0,Qris,delivered,Bandung,2023.0,2.0,1.0,Feb
ORD02901,2024-11-15,CST0796,STR044,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,1,45900.0,0.0,0.0,45900.0,Alfamart,processing,Tangerang,2024.0,11.0,4.0,Nov
ORD00933,2024-05-27,CST0019,STR003,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,1,43900.0,10.0,4400.0,39510.0,Dana,processing,Depok,2024.0,5.0,2.0,May
ORD00578,2023-12-16,CST0782,STR006,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,103500.0,0.0,0.0,103500.0,Alfamart,delivered,Depok,2023.0,12.0,4.0,Dec
ORD04731,2023-03-27,CST0704,STR039,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,4,204700.0,0.0,0.0,818800.0,Qris,delivered,Bandung,2023.0,3.0,1.0,Mar
ORD03934,2023-04-20,CST0941,STR025,PRD0006,Jaket Bomber,Fashion & Pakaian,1,283000.0,0.0,0.0,283000.0,Transfer Bca,cancelled,Tangerang,2023.0,4.0,2.0,Apr
ORD01224,2023-08-26,CST0917,STR014,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,4,33200.0,5.0,6600.0,126160.0,Indomaret,cancelled,Makassar,2023.0,8.0,3.0,Aug
ORD01836,2024-09-20,CST0096,STR013,PRD0023,Shampo Kemiri Organik,Kecantikan & Perawatan,10,71100.0,5.0,35500.0,675450.0,Ovo,delivered,Depok,2024.0,9.0,3.0,Sep
ORD00347,2024-03-28,CST0688,STR029,PRD0018,Masker Wajah Clay BPOM,Kecantikan & Perawatan,4,53600.0,10.0,21500.0,192960.0,Transfer Bca,delivered,Bandung,2024.0,3.0,1.0,Mar
ORD02573,2023-05-11,CST0279,STR019,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,3,43900.0,0.0,0.0,131700.0,Shopeepay,delivered,Surabaya,2023.0,5.0,2.0,May
ORD00326,2024-06-21,CST0481,STR013,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,10,177900.0,20.0,355700.0,1423200.0,Unknown,delivered,Depok,2024.0,6.0,2.0,Jun
ORD00706,2023-12-06,CST0241,STR029,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,183000.0,0.0,0.0,183000.0,Indomaret,delivered,Bandung,2023.0,12.0,4.0,Dec
ORD00009,2023-01-10,CST0538,STR047,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,3,267000.0,5.0,4000.0,760950.0,Gopay,returned,Makassar,2023.0,1.0,1.0,Jan
ORD04630,2024-10-25,CST0597,STR009,PRD0047,Kaos Olahraga Dryfit,Olahraga & Outdoor,2,76400.0,0.0,0.0,152800.0,Linkaja,processing,Medan,2024.0,10.0,4.0,Oct
ORD01545,2023-04-17,CST0751,STR009,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,4,36000.0,15.0,21600.0,122400.0,Linkaja,returned,Medan,2023.0,4.0,2.0,Apr
ORD02478,2023-10-28,CST0494,STR040,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,1,52500.0,0.0,0.0,52500.0,Transfer Bri,returned,Tangerang,2023.0,10.0,4.0,Oct
ORD04355,2023-05-24,CST0474,STR007,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,2,48800.0,5.0,4900.0,92720.0,Shopeepay,cancelled,Bogor,2023.0,5.0,2.0,May
ORD02549,2023-03-31,CST0571,STR016,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,1,55400.0,10.0,5500.0,49860.0,Linkaja,delivered,Medan,2023.0,3.0,1.0,Mar
ORD00697,2024-02-02,CST0641,STR004,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,3,34500.0,10.0,10300.0,93150.0,Transfer Bca,delivered,Jakarta,2024.0,2.0,1.0,Feb
ORD01840,2024-03-30,CST0035,STR013,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,2,43800.0,0.0,0.0,87600.0,Qris,cancelled,Depok,2024.0,3.0,1.0,Mar
ORD02716,2024-08-16,CST0137,STR001,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,2,137600.0,10.0,27500.0,247680.0,Indomaret,cancelled,Surabaya,2024.0,8.0,3.0,Aug
ORD00585,2023-10-15,CST0451,STR049,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,3,32900.0,0.0,0.0,98700.0,Qris,processing,Makassar,2023.0,10.0,4.0,Oct
ORD00849,2023-07-11,CST0659,STR014,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,1,113300.0,15.0,17000.0,96305.0,Alfamart,delivered,Makassar,2023.0,7.0,3.0,Jul
ORD01420,2023-10-05,CST0849,STR001,PRD0005,Dress Casual Wanita,Fashion & Pakaian,2,160700.0,5.0,16100.0,305330.0,Cod,delivered,Surabaya,2023.0,10.0,4.0,Oct
ORD01040,2023-08-13,CST0178,STR033,PRD0003,Hijab Voal Motif,Fashion & Pakaian,5,61300.0,0.0,15300.0,306500.0,Qris,returned,Depok,2023.0,8.0,3.0,Aug
