order_id,order_date,customer_id,store_id,product_id,product_name,category,qty,unit_price,discount_pct,discount_amount,total_price,payment_method,order_status,city
ORD00535,2024-06-16,CST0528,STR004,PRD0028,Holder HP Mobil,Elektronik & Aksesori,3,55000.0,,8300.0,156900.0,ShopeePay,delivered,Jakarta
ORD05201,2023-09-02,CST0046,STR023,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,1,31800.0,0.0,0.0,31800.0,Transfer BCA,processing,Palembang
ORD05497,2024-10-28,CST0244,STR022,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,1,13600.0,10.0,1400.0,12200.0,,delivered,Jakarta
ORD04082,2024-02-21,CST0598,STR004,PRD0024,Parfum Roll-On Halal,Kecantikan & Perawatan,4,44900.0,10.0,17900.0,161500.0,ShopeePay,delivered,Jakarta
ORD03733,2024-05-12,CST0672,STR027,PRD0001,Batik Tulis Premium,Fashion & Pakaian,1,306800.0,0.0,0.0,306800.0,Dana,cancelled,Depok
ORD03978,2023-05-24,CST0211,STR027,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,1,48900.0,10.0,4900.0,44000.0,LinkAja,processing,Depok
ORD00712,2023-06-30,CST0862,STR033,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,2,33100.0,5.0,3300.0,63000.0,Indomaret,delivered,Depok
ORD04020,2024-02-09,CST0681,STR031,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,97000.0,0.0,0.0,97000.0,OVO,delivered,Palembang
ORD02517,2023-07-06,CST0540,STR025,PRD0030,Mouse Wireless USB,Elektronik & Aksesori,2,90400.0,15.0,27100.0,153700.0,QRIS,delivered,Tangerang
ORD00765,2023-11-17,CST0037,STR048,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,5,34900.0,0.0,0.0,174700.0,GoPay,returned,Surabaya
ORD00402,2023-03-03,CST0287,STR024,PRD0015,Dodol Garut Premium,Makanan & Minuman,2,44100.0,0.0,0.0,88300.0,dana,processing,Bogor
ORD03356,07-03-2023,CST0837,STR016,PRD0014,Madu Hutan Asli 500ml,Makanan & Minuman,1,184100.0,15.0,27600.0,156500.0,QRIS,delivered,Medan
ORD05256,2023-02-26,CST0537,STR026,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,1,140900.0,15.0,21100.0,119800.0,GoPay,returned,Bandung
ORD01600,2023-05-26,CST0298,STR018,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,2,110300.0,0.0,0.0,220600.0,Transfer BRI,processing,Makassar
ORD03492,2024-08-17,CST0720,STR014,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,1,47600.0,10.0,4800.0,42800.0,Alfamart,processing,Makassar
ORD01210,2023-01-07,CST0357,STR048,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,2,50400.0,0.0,0.0,100800.0,linkaja,returned,Surabaya
ORD01176,2023-03-15,CST0300,STR033,PRD0004,Celana Chino Pria,Fashion & Pakaian,2,176100.0,0.0,0.0,352200.0,Transfer BCA,returned,Depok
ORD05104,2023-02-04,CST0056,STR029,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,187300.0,15.0,28100.0,159200.0,QRIS,delivered,Bandung
ORD02901,2024-11-15,CST0796,STR044,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,1,45900.0,0.0,0.0,45900.0,Alfamart,processing,Tangerang
ORD00933,2024-05-27,CST0019,STR003,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,1,43900.0,10.0,4400.0,39500.0,Dana,processing,Depok
ORD00578,2023-12-16,CST0782,STR006,PRD0044,Sepatu Anak Velcro,Perlengkapan Bayi & Anak,1,103500.0,0.0,0.0,103500.0,Alfamart,delivered,Depok
ORD04731,2023-03-27,CST0704,STR039,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,4,204700.0,0.0,0.0,818600.0,QRIS,delivered,Bandung
ORD03934,2023-04-20,CST0941,STR025,PRD0006,Jaket Bomber,Fashion & Pakaian,1,283000.0,0.0,0.0,283000.0,Transfer BCA,cancelled,Tangerang
ORD01224,2023-08-26,CST0917,STR014,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,4,33200.0,5.0,6600.0,126100.0,Indomaret,cancelled,Makassar
ORD01836,2024-09-20,CST0096,STR013,PRD0023,Shampo Kemiri Organik,Kecantikan & Perawatan,10,71100.0,5.0,35500.0,675000.0,OVO,delivered,Depok
ORD00347,2024-03-28,CST0688,STR029,PRD0018,Masker Wajah Clay BPOM,Kecantikan & Perawatan,4,53600.0,10.0,21500.0,193100.0,Transfer BCA,delivered,Bandung
ORD02573,2023-05-11,CST0279,STR019,PRD0020,Lip Cream Matte Halal,Kecantikan & Perawatan,3,43900.0,0.0,0.0,131600.0,ShopeePay,delivered,Surabaya
ORD00326,2024-06-21,CST0481,STR013,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,10,177900.0,20.0,355700.0,1422900.0,,delivered,Depok
ORD04366,2024-11-08,CST0459,STR045,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,-1,142500.0,5.0,7100.0,135300.0,Transfer Mandiri,delivered,Bogor
ORD00706,2023-12-06,CST0241,STR029,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,183000.0,0.0,0.0,183000.0,Indomaret,delivered,Bandung
ORD00009,2023-01-10,CST0538,STR047,PRD0052,Gelang Batok Kelapa,Kerajinan & Souvenir,3,267000.0,5.0,4000.0,76100.0,GoPay,returned,Makassar
ORD04630,2024-10-25,CST0597,STR009,PRD0047,Kaos Olahraga Dryfit,Olahraga & Outdoor,2,76400.0,0.0,0.0,152900.0,LinkAja,processing,Medan
ORD01545,2023-04-17,CST0751,STR009,PRD0010,Sambal Bawang Homemade,Makanan & Minuman,4,36000.0,15.0,21600.0,122400.0,LinkAja,returned,Medan
ORD02478,2023-10-28,CST0494,STR040,PRD0002,Kaos Polos Cotton Combed,Fashion & Pakaian,1,52500.0,0.0,0.0,52500.0,Transfer BRI,returned,Tangerang
ORD04355,2023-05-24,CST0474,STR007,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,2,48800.0,5.0,4900.0,92800.0,ShopeePay,cancelled,Bogor
ORD02549,2023-03-31,CST0571,STR016,PRD0022,Body Lotion Bengkoang,Kecantikan & Perawatan,1,55400.0,10.0,5500.0,49800.0,LinkAja,delivered,Medan
ORD02866,2024-09-09,CST0174,STR026,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,-1,187700.0,5.0,9400.0,178300.0,COD,delivered,Bandung
ORD00697,2024-02-02,CST0641,STR004,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,3,34500.0,10.0,10300.0,93100.0,Transfer BCA,delivered,Jakarta
ORD01840,2024-03-30,CST0035,STR013,PRD0026,Kabel Data Type-C 1m,Elektronik & Aksesori,2,43800.0,0.0,0.0,87600.0,QRIS,cancelled,Depok
ORD02716,2024-08-16,CST0137,STR001,PRD0025,Powerbank 10000mAh,Elektronik & Aksesori,2,137600.0,10.0,27500.0,247700.0,Indomaret,cancelled,Surabaya
ORD00585,2023-10-15,CST0451,STR049,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,3,32900.0,0.0,0.0,98700.0,QRIS,processing,Makassar
ORD00849,2023-07-11,CST0659,STR014,PRD0017,Skincare Serum Vit C Lokal,Kecantikan & Perawatan,1,113300.0,15.0,17000.0,96300.0,Alfamart,delivered,Makassar
ORD01420,2023-10-05,CST0849,STR001,PRD0005,Dress Casual Wanita,Fashion & Pakaian,2,160700.0,5.0,16100.0,305300.0,COD,delivered,Surabaya
ORD01040,2023-08-13,CST0178,STR033,PRD0003,Hijab Voal Motif,Fashion & Pakaian,5,61300.0,,15300.0,291000.0,QRIS,returned,Depok
ORD00034,2024-08-03,CST0726,STR028,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,188300.0,10.0,18800.0,169400.0,LinkAja,returned,Palembang
ORD05198,2024-02-08,CST0832,STR022,PRD0042,Mainan Edukasi Kayu,Perlengkapan Bayi & Anak,4,84000.0,10.0,33600.0,302500.0,,cancelled,Jakarta
ORD03899,2023-11-23,CST0973,STR050,PRD0015,Dodol Garut Premium,Makanan & Minuman,3,44100.0,10.0,13200.0,119100.0,QRIS,delivered,Medan
ORD02214,2024-05-02,CST0971,STR046,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,3,146000.0,0.0,0.0,438100.0,Transfer BRI,cancelled,Medan
ORD02925,2024-10-10,CST0351,STR005,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,185400.0,0.0,0.0,185400.0,QRIS,delivered,Medan
ORD00411,2023-05-24,CST0859,STR016,PRD0045,Buku Mewarnai + Crayon,Perlengkapan Bayi & Anak,1,32100.0,,1600.0,30500.0,OVO,returned,Medan
ORD05414,2024-01-26,CST0322,STR010,PRD0009,Keripik Tempe Renceng,Makanan & Minuman,4,13200.0,0.0,0.0,52700.0,Transfer BRI,returned,Palembang
ORD02100,2024-03-21,CST0884,STR013,PRD0021,Sunscreen SPF50 Lokal,Kecantikan & Perawatan,5,94500.0,5.0,23600.0,448700.0,OVO,delivered,Depok
ORD03551,2023-04-23,CST0444,STR022,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,2,30000.0,10.0,6000.0,54000.0,Transfer BRI,delivered,Jakarta
ORD01920,2024-11-02,CST0193,STR019,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,181200.0,0.0,0.0,181200.0,OVO,delivered,Surabaya
ORD01426,2023-08-07,CST0771,STR046,PRD0054,Lukisan Kanvas UMKM,Kerajinan & Souvenir,1,186700.0,10.0,18700.0,168000.0,Transfer Mandiri,delivered,Medan
ORD01993,2024-04-19,CST0179,STR040,PRD0035,Lap Microfiber Set 3pcs,Rumah Tangga,1,33900.0,15.0,5100.0,28800.0,Alfamart,cancelled,Tangerang
ORD03590,2024-08-20,CST0143,STR014,PRD0034,Sapu Lantai Ijuk,Rumah Tangga,5,24600.0,10.0,12300.0,110600.0,Indomaret,processing,Makassar
ORD01323,2024-04-14,CST0642,STR039,PRD0041,Baju Bayi Newborn Set,Perlengkapan Bayi & Anak,1,133500.0,10.0,13300.0,120100.0,ShopeePay,delivered,Bandung
ORD01262,2024-11-23,CST0901,STR047,PRD0027,Earphone Bluetooth TWS,Elektronik & Aksesori,1,142700.0,15.0,21400.0,121300.0,QRIS,processing,Makassar
ORD04462,2024-10-15,CST0100,STR014,PRD0031,Casing HP Anti Crack,Elektronik & Aksesori,10,29200.0,10.0,29200.0,262500.0,LinkAja,cancelled,Makassar
ORD02315,2023-07-29,CST0903,STR035,PRD0051,Topi Running,Olahraga & Outdoor,1,44900.0,0.0,0.0,44900.0,Indomaret,delivered,Surabaya
ORD02101,2023-05-12,CST0104,STR037,PRD0012,Teh Herbal Jahe Merah,Makanan & Minuman,2,44700.0,20.0,17900.0,71500.0,ShopeePay,delivered,Depok
ORD04399,2024-10-06,CST0277,STR019,PRD0040,Lilin Aromaterapi,Rumah Tangga,4,69900.0,10.0,28000.0,251600.0,Transfer Mandiri,returned,Surabaya
ORD01129,2024-07-01,CST0123,STR046,PRD0036,Gantungan Baju Kayu,Rumah Tangga,2,21400.0,20.0,8600.0,34300.0,COD,delivered,Medan
ORD04681,2024-12-07,CST0072,STR015,PRD0053,Tas Anyaman Pandan,Kerajinan & Souvenir,1,91600.0,0.0,0.0,91600.0,LinkAja,cancelled,Jakarta
ORD00806,2024-10-23,CST0466,STR044,PRD0019,Sabun Sirih Herbal,Kecantikan & Perawatan,1,25900.0,10.0,2600.0,23300.0,COD,returned,Tangerang
